rating,title,release_date,genres,age,gender,occupation
3,Top Gun (1986),1986-01-01,"Action,Romance",34,Male,other
4,Good Will Hunting (1997),1997-01-01,Drama,45,Male,doctor
3,Men in Black (1997),1997-07-04,"Action,Adventure,Comedy,Sci-Fi",17,Male,student
4,Ben-Hur (1959),1959-01-01,"Action,Adventure,Drama",27,Male,programmer
2,Emma (1996),1996-08-02,"Drama,Romance",28,Male,administrator
4,"Terminator, The (1984)",1984-01-01,"Action,Sci-Fi,Thriller",45,Female,educator
5,Independence Day (ID4) (1996),1996-07-03,"Action,Sci-Fi,War",29,Male,engineer
4,Conspiracy Theory (1997),1997-08-08,"Action,Mystery,Romance,Thriller",31,Male,executive
3,Braveheart (1995),1996-02-16,"Action,Drama,War",42,Male,engineer
4,Twelve Monkeys (1995),1995-01-01,"Drama,Sci-Fi",26,Male,other
4,Nobody's Fool (1994),1994-01-01,Drama,24,Male,scientist
5,Glory (1989),1989-01-01,"Action,Drama,War",13,Male,student
4,"Quiet Man, The (1952)",1952-01-01,"Comedy,Romance",36,Female,administrator
2,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",1922-01-01,Horror,32,Male,other
4,Little Women (1994),1994-01-01,Drama,39,Female,other
3,Titanic (1997),1997-01-01,"Action,Drama,Romance",26,Male,student
3,"American President, The (1995)",1995-01-01,"Comedy,Drama,Romance",19,Male,student
4,Lone Star (1996),1996-06-21,"Drama,Mystery",27,Male,artist
3,"Trigger Effect, The (1996)",1996-08-30,"Drama,Thriller",22,Male,student
3,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",27,Male,marketing
4,"Terminator, The (1984)",1984-01-01,"Action,Sci-Fi,Thriller",22,Male,student
3,"Devil's Own, The (1997)",1997-03-26,"Action,Drama,Thriller,War",24,Male,technician
5,Gandhi (1982),1982-01-01,Drama,26,Male,student
4,Speed (1994),1994-01-01,"Action,Romance,Thriller",28,Male,programmer
4,"Birdcage, The (1996)",1996-03-08,Comedy,27,Male,programmer
5,Psycho (1960),1960-01-01,"Horror,Romance,Thriller",43,Male,engineer
3,Back to the Future (1985),1985-01-01,"Comedy,Sci-Fi",35,Male,programmer
3,"Rock, The (1996)",1996-06-07,"Action,Adventure,Thriller",57,Male,other
2,Courage Under Fire (1996),1996-03-08,"Drama,War",32,Male,other
2,Wishmaster (1997),1997-01-01,Horror,24,Male,technician
4,"Long Kiss Goodnight, The (1996)",1996-10-05,"Action,Thriller",25,Male,administrator
4,Winnie the Pooh and the Blustery Day (1968),1968-01-01,"Animation,Children",40,Female,writer
3,Rebel Without a Cause (1955),1955-01-01,Drama,22,Female,student
3,"Boot, Das (1981)",1997-04-04,"Action,Drama,War",35,Male,librarian
4,Rob Roy (1995),1995-01-01,"Drama,Romance,War",57,Male,administrator
2,Sleeper (1973),1973-01-01,"Comedy,Sci-Fi",48,Male,other
2,Chain Reaction (1996),1996-07-31,"Action,Adventure,Thriller",16,Male,none
4,Seven (Se7en) (1995),1995-01-01,"Crime,Thriller",31,Female,educator
4,"Fish Called Wanda, A (1988)",1988-01-01,Comedy,48,Male,writer
2,One Flew Over the Cuckoo's Nest (1975),1975-01-01,Drama,43,Male,engineer
3,Die Hard: With a Vengeance (1995),1995-01-01,"Action,Thriller",39,Male,marketing
2,Vanya on 42nd Street (1994),1994-01-01,Drama,27,Male,lawyer
1,Something to Talk About (1995),1995-01-01,"Comedy,Drama,Romance",31,Female,librarian
3,"Wizard of Oz, The (1939)",1939-01-01,"Adventure,Children,Drama,Musical",36,Male,engineer
2,Heavy Metal (1981),1981-03-08,"Action,Adventure,Animation,Horror,Sci-Fi",25,Male,student
5,On Golden Pond (1981),1981-01-01,Drama,18,Female,student
3,"Usual Suspects, The (1995)",1995-08-14,"Crime,Thriller",69,Male,executive
5,Gone with the Wind (1939),1939-01-01,"Drama,Romance,War",32,Male,artist
3,"Terminator, The (1984)",1984-01-01,"Action,Sci-Fi,Thriller",51,Male,administrator
3,Pink Floyd - The Wall (1982),1982-01-01,"Drama,Musical,War",25,Male,executive
1,Congo (1995),1995-01-01,"Action,Adventure,Mystery,Sci-Fi",22,Male,student
5,To Kill a Mockingbird (1962),1962-01-01,Drama,50,Female,educator
1,Interview with the Vampire (1994),1994-01-01,"Drama,Horror",30,Male,student
4,Lone Star (1996),1996-06-21,"Drama,Mystery",51,Male,engineer
4,Hamlet (1996),1997-01-24,Drama,27,Female,other
4,"Rock, The (1996)",1996-06-07,"Action,Adventure,Thriller",28,Male,student
4,Independence Day (ID4) (1996),1996-07-03,"Action,Sci-Fi,War",25,Male,other
5,Jurassic Park (1993),1993-01-01,"Action,Adventure,Sci-Fi",28,Male,student
4,Alien (1979),1979-01-01,"Action,Horror,Sci-Fi,Thriller",25,Male,administrator
1,Spawn (1997),1997-08-01,"Action,Adventure,Sci-Fi,Thriller",27,Male,writer
3,Air Force One (1997),1997-01-01,"Action,Thriller",17,Male,student
3,"Sweet Hereafter, The (1997)",1997-01-01,Drama,36,Male,engineer
4,Monty Python and the Holy Grail (1974),1974-01-01,Comedy,22,Female,student
3,Space Jam (1996),1996-11-15,"Adventure,Animation,Children,Comedy,Fantasy",13,Male,student
4,"Frighteners, The (1996)",1996-07-19,"Comedy,Horror",24,Male,technician
5,Contact (1997),1997-07-11,"Drama,Sci-Fi",49,Female,administrator
3,Circle of Friends (1995),1995-01-01,"Drama,Romance",50,Female,healthcare
3,Bride of Frankenstein (1935),1935-01-01,Horror,39,Male,marketing
4,"Terminator, The (1984)",1984-01-01,"Action,Sci-Fi,Thriller",35,Male,administrator
3,"Very Brady Sequel, A (1996)",1996-08-23,Comedy,20,Female,student
3,Air Force One (1997),1997-01-01,"Action,Thriller",38,Male,scientist
3,When Harry Met Sally... (1989),1989-01-01,"Comedy,Romance",29,Female,student
2,Willy Wonka and the Chocolate Factory (1971),1971-01-01,"Adventure,Children,Comedy",13,Female,student
1,Fools Rush In (1997),1997-02-14,"Comedy,Romance",56,Female,librarian
4,East of Eden (1955),1955-01-01,Drama,36,Male,engineer
5,"Devil's Advocate, The (1997)",1997-01-01,"Crime,Horror,Mystery,Thriller",55,Male,other
2,Spy Hard (1996),1996-05-24,Comedy,47,Male,healthcare
2,"Peacemaker, The (1997)",1997-01-01,"Action,Thriller,War",37,Male,other
5,Glory (1989),1989-01-01,"Action,Drama,War",46,Female,other
5,Star Wars (1977),1977-01-01,"Action,Adventure,Romance,Sci-Fi,War",31,Male,educator
5,Breakdown (1997),1997-05-02,"Action,Thriller",13,Male,student
2,Liar Liar (1997),1997-03-21,Comedy,25,Male,administrator
3,Chasing Amy (1997),1997-01-01,"Drama,Romance",50,Female,healthcare
3,True Lies (1994),1994-01-01,"Action,Adventure,Comedy,Romance",33,Male,other
4,"Deer Hunter, The (1978)",1978-01-01,"Drama,War",33,Male,scientist
4,One Fine Day (1996),1996-11-30,"Drama,Romance",19,Female,student
4,U Turn (1997),1997-01-01,"Action,Crime,Mystery",24,Female,student
5,12 Angry Men (1957),1957-01-01,Drama,35,Female,educator
4,"Fugitive, The (1993)",1993-01-01,"Action,Thriller",29,Male,student
3,Glory (1989),1989-01-01,"Action,Drama,War",43,Female,healthcare
4,"Ghost and Mrs. Muir, The (1947)",1947-01-01,"Drama,Romance",27,Male,lawyer
3,"Blues Brothers, The (1980)",1980-01-01,"Action,Comedy,Musical",32,Female,writer
3,Fried Green Tomatoes (1991),1991-01-01,Drama,20,Male,student
3,Indiana Jones and the Last Crusade (1989),1989-01-01,"Action,Adventure",28,Male,administrator
3,Spawn (1997),1997-08-01,"Action,Adventure,Sci-Fi,Thriller",26,Male,writer
5,On Golden Pond (1981),1981-01-01,Drama,22,Female,student
4,Dragonheart (1996),1996-05-31,"Action,Adventure,Fantasy",27,Male,student
5,Much Ado About Nothing (1993),1993-01-01,"Comedy,Romance",31,Male,educator
4,Waiting for Guffman (1996),1997-01-31,Comedy,44,Female,writer
5,Twelve Monkeys (1995),1995-01-01,"Drama,Sci-Fi",49,Male,librarian
3,Die Hard (1988),1988-01-01,"Action,Thriller",26,Male,student
3,Dolores Claiborne (1994),1994-01-01,"Drama,Thriller",48,Male,administrator
4,"Room with a View, A (1986)",1986-01-01,"Drama,Romance",56,Male,educator
4,Batman (1989),1989-01-01,"Action,Adventure,Crime,Drama",46,Male,programmer
4,When Harry Met Sally... (1989),1989-01-01,"Comedy,Romance",37,Male,librarian
3,Down Periscope (1996),1996-03-01,Comedy,29,Male,programmer
5,"Empire Strikes Back, The (1980)",1980-01-01,"Action,Adventure,Drama,Romance,Sci-Fi,War",19,Male,student
3,"Wedding Singer, The (1998)",1998-02-13,"Comedy,Romance",29,Male,administrator
3,Jerry Maguire (1996),1996-12-13,"Drama,Romance",32,Male,scientist
3,"Long Kiss Goodnight, The (1996)",1996-10-05,"Action,Thriller",18,Female,writer
4,"Deer Hunter, The (1978)",1978-01-01,"Drama,War",32,Male,librarian
4,Raging Bull (1980),1980-01-01,Drama,53,Male,lawyer
4,Delicatessen (1991),1991-01-01,"Comedy,Sci-Fi",22,Male,student
2,Heathers (1989),1989-01-01,Comedy,32,Female,writer
4,187 (1997),1997-01-01,Drama,39,Female,executive
3,Congo (1995),1995-01-01,"Action,Adventure,Mystery,Sci-Fi",13,Male,student
3,Evil Dead II (1987),1987-01-01,"Action,Adventure,Comedy,Horror",21,Male,programmer
2,Mystery Science Theater 3000: The Movie (1996),1996-04-19,"Comedy,Sci-Fi",22,Male,entertainment
3,Much Ado About Nothing (1993),1993-01-01,"Comedy,Romance",69,Male,librarian
4,As Good As It Gets (1997),1997-12-23,"Comedy,Drama",56,Male,educator
3,Heat (1995),1995-01-01,"Action,Crime,Thriller",56,Male,educator
4,High Noon (1952),1952-01-01,Western,27,Female,other
4,I Love Trouble (1994),1994-01-01,"Action,Comedy",19,Male,student
3,Escape from L.A. (1996),1996-08-09,"Action,Adventure,Sci-Fi,Thriller",19,Male,student
3,Beautiful Girls (1996),1996-02-09,Drama,22,Female,student
3,"MatchMaker, The (1997)",1997-01-01,"Comedy,Romance",28,Male,administrator
5,Naked (1993),1993-01-01,Drama,28,Male,librarian
5,Dances with Wolves (1990),1990-01-01,"Adventure,Drama,Western",51,Male,executive
4,Braveheart (1995),1996-02-16,"Action,Drama,War",56,Male,salesman
3,Die Hard: With a Vengeance (1995),1995-01-01,"Action,Thriller",18,Male,student
3,Michael Collins (1996),1996-10-11,"Drama,War",19,Male,student
5,"Remains of the Day, The (1993)",1993-01-01,Drama,29,Male,engineer
2,Barcelona (1994),1994-01-01,"Comedy,Romance",33,Male,scientist
3,Mother (1996),1996-12-25,Comedy,47,Male,administrator
5,Stand by Me (1986),1986-01-01,"Adventure,Comedy,Drama",18,Male,student
2,Good Will Hunting (1997),1997-01-01,Drama,31,Male,administrator
4,Phenomenon (1996),1996-06-29,"Drama,Romance",24,Male,technician
4,Cold Comfort Farm (1995),1996-04-23,Comedy,23,Male,engineer
4,Cool Hand Luke (1967),1967-01-01,"Comedy,Drama",45,Male,scientist
4,"Princess Bride, The (1987)",1987-01-01,"Action,Adventure,Comedy,Romance",26,Male,student
3,"Fish Called Wanda, A (1988)",1988-01-01,Comedy,18,Male,other
3,Pulp Fiction (1994),1994-01-01,"Crime,Drama",39,Male,educator
5,Seven (Se7en) (1995),1995-01-01,"Crime,Thriller",27,Male,programmer
3,"Magic Hour, The (1998)",1998-01-30,Drama,64,Male,doctor
4,Die Hard (1988),1988-01-01,"Action,Thriller",49,Male,librarian
2,Mrs. Doubtfire (1993),1993-01-01,Comedy,25,Male,writer
4,Bulletproof (1996),1996-09-06,Action,13,Male,student
3,"Secret of Roan Inish, The (1994)",1994-01-01,Adventure,52,Male,writer
3,"Great Dictator, The (1940)",1940-01-01,Comedy,27,Male,lawyer
4,Aliens (1986),1986-01-01,"Action,Sci-Fi,Thriller,War",30,Male,student
5,Chasing Amy (1997),1997-01-01,"Drama,Romance",20,Male,other
4,In & Out (1997),1997-09-19,Comedy,34,Male,technician
5,All About Eve (1950),1950-01-01,Drama,35,Male,student
3,Jerry Maguire (1996),1996-12-13,"Drama,Romance",29,Female,student
4,"Prophecy, The (1995)",1995-01-01,Horror,27,Male,technician
5,Everyone Says I Love You (1996),1996-12-06,"Comedy,Musical,Romance",24,Female,marketing
3,Mr. Holland's Opus (1995),1996-01-29,Drama,29,Female,student
5,M*A*S*H (1970),1970-01-01,"Comedy,War",49,Female,healthcare
5,Cop Land (1997),1997-01-01,"Crime,Drama,Mystery",35,Male,technician
4,Leaving Las Vegas (1995),1995-01-01,"Drama,Romance",30,Male,marketing
2,"Adventures of Pinocchio, The (1996)",1996-07-26,"Adventure,Children",48,Female,healthcare
4,Career Girls (1997),1997-08-08,Drama,16,Male,student
4,Inventing the Abbotts (1997),1997-04-04,"Drama,Romance",30,Male,administrator
5,Forbidden Planet (1956),1956-01-01,Sci-Fi,25,Male,student
1,"Cook the Thief His Wife & Her Lover, The (1989)",1989-01-01,Drama,26,Male,student
2,"Funeral, The (1996)",1996-10-25,Drama,20,Male,student
4,Primal Fear (1996),1996-03-30,"Drama,Thriller",31,Female,educator
4,Jude (1996),1996-11-01,Drama,18,Male,student
5,Liar Liar (1997),1997-03-21,Comedy,55,Female,other
4,Clueless (1995),1995-01-01,Comedy,58,Male,educator
4,Sneakers (1992),1992-01-01,"Crime,Drama,Sci-Fi",47,Male,educator
4,Stargate (1994),1994-01-01,"Action,Adventure,Sci-Fi",39,Male,educator
4,Hercules (1997),1997-06-27,"Adventure,Animation,Children,Comedy,Musical",32,Male,entertainment
3,Titanic (1997),1997-01-01,"Action,Drama,Romance",28,Male,librarian
2,"Daytrippers, The (1996)",1997-03-21,Mystery,21,Female,artist
5,"Ghost and the Darkness, The (1996)",1996-10-11,"Action,Adventure",20,Female,student
3,Cyrano de Bergerac (1990),1990-01-01,"Action,Drama,Romance",29,Male,doctor
4,"Sex, Lies, and Videotape (1989)",1989-01-01,Drama,24,Female,other
2,Interview with the Vampire (1994),1994-01-01,"Drama,Horror",30,Male,administrator
2,Nell (1994),1994-01-01,Drama,50,Female,healthcare
3,"Bronx Tale, A (1993)",1993-01-01,Drama,23,Male,programmer
4,Bad Boys (1995),1995-01-01,Action,25,Male,student
3,Heat (1995),1995-01-01,"Action,Crime,Thriller",33,Male,lawyer
4,Star Trek III: The Search for Spock (1984),1984-01-01,"Action,Adventure,Sci-Fi",35,Female,educator
4,Washington Square (1997),1997-01-01,Drama,17,Male,student
4,"Jackal, The (1997)",1997-01-01,"Action,Thriller",39,Female,executive
2,Die Hard: With a Vengeance (1995),1995-01-01,"Action,Thriller",34,Male,writer
4,Top Gun (1986),1986-01-01,"Action,Romance",25,Male,student
4,Toy Story (1995),1995-01-01,"Animation,Children,Comedy",21,Male,programmer
2,Diabolique (1996),1996-01-01,"Drama,Thriller",44,Male,administrator
2,Hot Shots! Part Deux (1993),1993-01-01,"Action,Comedy,War",13,Male,student
3,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1957-01-01,Drama,35,Male,technician
4,Jerry Maguire (1996),1996-12-13,"Drama,Romance",30,Male,other
4,"Crow, The (1994)",1994-01-01,"Action,Romance,Thriller",49,Male,librarian
5,North by Northwest (1959),1959-01-01,"Comedy,Thriller",49,Male,educator
4,Dave (1993),1993-01-01,"Comedy,Romance",25,Male,writer
4,"Long Kiss Goodnight, The (1996)",1996-10-05,"Action,Thriller",50,Male,educator
3,Scream 2 (1997),1997-01-01,"Horror,Thriller",27,Male,writer
5,Men in Black (1997),1997-07-04,"Action,Adventure,Comedy,Sci-Fi",51,Male,writer
2,"Saint, The (1997)",1997-03-14,"Action,Romance,Thriller",39,Male,executive
5,Return of the Jedi (1983),1997-03-14,"Action,Adventure,Romance,Sci-Fi,War",18,Female,student
4,"Devil's Advocate, The (1997)",1997-01-01,"Crime,Horror,Mystery,Thriller",16,Male,student
4,Cape Fear (1962),1962-01-01,"Film-Noir,Thriller",44,Female,executive
5,Apollo 13 (1995),1995-01-01,"Action,Drama,Thriller",27,Male,student
3,"Mask, The (1994)",1994-01-01,"Comedy,Crime,Fantasy",23,Male,programmer
4,"Lost World: Jurassic Park, The (1997)",1997-05-23,"Action,Adventure,Sci-Fi,Thriller",41,Female,healthcare
2,Fargo (1996),1997-02-14,"Crime,Drama,Thriller",37,Male,engineer
3,Naked Gun 33 1/3: The Final Insult (1994),1994-01-01,Comedy,27,Male,programmer
4,"Truth About Cats & Dogs, The (1996)",1996-04-26,"Comedy,Romance",27,Male,programmer
4,"Candidate, The (1972)",1972-01-01,Drama,35,Male,lawyer
4,In the Bleak Midwinter (1995),1996-02-23,Comedy,22,Male,student
4,Contact (1997),1997-07-11,"Drama,Sci-Fi",22,Male,student
4,"Full Monty, The (1997)",1997-01-01,Comedy,24,Male,engineer
4,Jurassic Park (1993),1993-01-01,"Action,Adventure,Sci-Fi",36,Female,student
5,"Full Monty, The (1997)",1997-01-01,Comedy,44,Male,administrator
4,Private Parts (1997),1997-03-07,"Comedy,Drama",27,Female,educator
3,Mimic (1997),1997-08-22,"Sci-Fi,Thriller",22,Male,student
3,Dial M for Murder (1954),1954-01-01,"Mystery,Thriller",41,Male,administrator
3,"Man Without a Face, The (1993)",1993-01-01,Drama,35,Female,other
5,"Right Stuff, The (1983)",1983-01-01,Drama,35,Male,engineer
4,"Sting, The (1973)",1973-01-01,"Comedy,Crime",16,Male,none
3,Phantoms (1998),1998-01-01,Horror,24,Male,engineer
4,Babe (1995),1995-01-01,"Children,Comedy,Drama",17,Male,student
1,"Hudsucker Proxy, The (1994)",1994-01-01,"Comedy,Romance",31,Male,executive
3,"Crow, The (1994)",1994-01-01,"Action,Romance,Thriller",30,Male,student
3,"Crow, The (1994)",1994-01-01,"Action,Romance,Thriller",39,Male,educator
4,L.A. Confidential (1997),1997-01-01,"Crime,Film-Noir,Mystery,Thriller",51,Male,administrator
3,Pocahontas (1995),1995-01-01,"Animation,Children,Musical,Romance",46,Male,programmer
4,Titanic (1997),1997-01-01,"Action,Drama,Romance",51,Male,educator
4,Fierce Creatures (1997),1997-01-10,Comedy,26,Male,student
5,Toy Story (1995),1995-01-01,"Animation,Children,Comedy",50,Male,educator
3,Indiana Jones and the Last Crusade (1989),1989-01-01,"Action,Adventure",32,Female,writer
5,Top Gun (1986),1986-01-01,"Action,Romance",21,Male,technician
5,Men in Black (1997),1997-07-04,"Action,Adventure,Comedy,Sci-Fi",27,Male,student
2,Kids in the Hall: Brain Candy (1996),1996-04-12,Comedy,29,Male,student
5,"Hunchback of Notre Dame, The (1996)",1996-06-21,"Animation,Children,Musical",22,Male,engineer
2,Batman Returns (1992),1992-01-01,"Action,Adventure,Comedy,Crime",39,Male,scientist
2,Color of Night (1994),1994-01-01,"Drama,Thriller",26,Male,student
5,Schindler's List (1993),1993-01-01,"Drama,War",43,Male,librarian
2,Star Trek V: The Final Frontier (1989),1989-01-01,"Action,Adventure,Sci-Fi",26,Male,student
5,Emma (1996),1996-08-02,"Drama,Romance",48,Female,healthcare
3,Ransom (1996),1996-11-08,"Drama,Thriller",31,Female,scientist
5,"Shawshank Redemption, The (1994)",1994-01-01,Drama,36,Female,administrator
3,"Corrina, Corrina (1994)",1994-01-01,"Comedy,Drama,Romance",22,Female,healthcare
3,Contact (1997),1997-07-11,"Drama,Sci-Fi",60,Male,retired
5,On Golden Pond (1981),1981-01-01,Drama,44,Female,executive
5,Kull the Conqueror (1997),1997-08-29,"Action,Adventure",28,Female,lawyer
5,Being There (1979),1979-01-01,Comedy,39,Male,marketing
3,Stargate (1994),1994-01-01,"Action,Adventure,Sci-Fi",33,Female,salesman
3,"Promesse, La (1996)",1997-05-16,Drama,21,Female,artist
5,Back to the Future (1985),1985-01-01,"Comedy,Sci-Fi",13,Male,student
3,Oliver & Company (1988),1988-03-29,"Animation,Children",25,Male,programmer
3,Scream (1996),1996-12-20,"Horror,Thriller",24,Male,engineer
4,Dead Man Walking (1995),1995-01-01,Drama,19,Male,student
3,Scream (1996),1996-12-20,"Horror,Thriller",31,Male,educator
4,"Nightmare Before Christmas, The (1993)",1993-01-01,"Children,Comedy,Musical",22,Male,engineer
5,"Postman, The (1997)",1997-01-01,Drama,29,Female,librarian
4,"Wizard of Oz, The (1939)",1939-01-01,"Adventure,Children,Drama,Musical",32,Male,other
4,Forbidden Planet (1956),1956-01-01,Sci-Fi,24,Female,other
4,"Parent Trap, The (1961)",1961-01-01,"Children,Drama",27,Male,lawyer
2,G.I. Jane (1997),1997-01-01,"Action,Drama,War",30,Male,engineer
4,"Tin Drum, The (Blechtrommel, Die) (1979)",1979-01-01,Drama,39,Male,scientist
5,Air Force One (1997),1997-01-01,"Action,Thriller",29,Male,administrator
4,Groundhog Day (1993),1993-01-01,"Comedy,Romance",32,Male,other
4,Homeward Bound: The Incredible Journey (1993),1993-01-01,"Adventure,Children",18,Female,writer
3,Being There (1979),1979-01-01,Comedy,34,Male,writer
3,Screamers (1995),1995-01-01,Sci-Fi,30,Male,librarian
4,Warriors of Virtue (1997),1997-05-02,"Action,Adventure,Children,Fantasy",41,Female,healthcare
3,Contact (1997),1997-07-11,"Drama,Sci-Fi",48,Female,administrator
4,Carrington (1995),1995-01-01,"Drama,Romance",38,Female,student
4,Independence Day (ID4) (1996),1996-07-03,"Action,Sci-Fi,War",32,Male,programmer
3,Good Will Hunting (1997),1997-01-01,Drama,35,Male,programmer
4,Back to the Future (1985),1985-01-01,"Comedy,Sci-Fi",18,Male,student
3,Under Siege (1992),1992-01-01,Action,50,Female,healthcare
